985	Brooke Griffin
986	Brooke Harris
987	Brooke Shields
988	Brooke Siler
989	Broughton Coburn
990	Brownstein,  Weiner
991	Bruce Bernard
992	Bruce Campbell
993	Bruce Chandler Fergu
994	Bruce Feiler
995	Bruce Fretts
996	Bruce Piasecki
997	Bruce Poon Tip
998	Bruce Porter
999	Bruce Springsteen
1000	Bruce Talkington
1001	Bruce Talkington
1002	Bruce Talkington
1003	Bruce Wilkinson
1004	Bruce Wilkinson
1005	Brunonia Barry
1006	Bryan Burrough
1007	Bryan Carmen
1008	Bryan Eisenberg
1009	Bryan Kramer
1010	Bryan Lee O'Malley
1011	Bryan Lee O’Malley
1012	Bryan Pearson
1013	Bryan Reardon
1014	Bryan Stevenson
1015	Bryan and Jeffrey Ei
1016	Bryant McGill
1017	Bryson,  Bill
1018	Buddy Valastro
1019	Burt Reynolds
1020	Burt Reynolds
1021	Buster Yablonsky
1022	Buzz Bissinger
1023	C J Lyons
1024	C. Alan Joyce
1025	C. David Heymann
1026	C. Gockel
1027	C. M. Gleason
1028	C. S. Lewis
1029	C. T. Adams
1030	C. Vivian Stringer
1031	C.A. Mobley
1032	C.C. Hunter
1033	C.J. Box
1034	C.J. Ellisson
1035	C.J. Lyons
1036	C.J. Pinard
1037	C.J. Roberts
1038	C.L. Parker
1039	C.L. Stone
1040	C.L. Wilson
1041	C.M. Owens
1042	C.S. Friedman
1043	C.S. Harris
1044	C.S. Lewis
1045	C.S. Pacat
1046	C.T. Adams
1047	CBS News
1048	CD Reiss
1049	CJ Lyons
1050	Cait London
1051	Caitlin Crews
1052	Caitlin Moran
1053	Cal Ripken Jr. with
1054	Cal Ripken
1055	Caldwell B. Esselsty
1056	Caleb Carr
1057	Calef Brown
1058	Cali MacKay
1059	Callie Hart
1060	Callie Hutton
1061	Calvin Trillin
1062	Cameron Diaz
1063	Cameron Diaz
1064	Cameron West
1065	Camilla Chafer
1066	Camilla Lackberg
1067	Camryn Manheim
1068	Candace Bushnell
1069	Candace Cameron Bure
1070	Candace Cameron Bure
1071	Candace Camp
1072	Candace Camp
1073	Candice Bergen
1074	Candice Millard
1075	Cara West
1076	Caragh O'Brien
1077	Caralyn Buehner
1078	Cardinal Joseph Bern
1079	Carey Heywood
1080	Cari Quinn
1081	Carl Anderson
1082	Carl Bernstein
1083	Carl Bernstein
1084	Carl Hiaasen
1085	Carl Hiaasen
1086	Carl Hiaasen
